Long_Desc                                                                    DHA
KELLOGG'S, POP-TARTS, Frosted Spring Berry Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Sugar Cookie Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Waffle Cone Toaster Pastries                      
KELLOGG'S, POP-TARTS, Frosted Wild Fruit Fusion Toaster Pastries                
KELLOGG'S, POP-TARTS, Frosted Wild Grape Toaster Pastries                       
KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries                  
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaste          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Ice Creme Sandwich Toas          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pa          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Strawberry Milkshake To          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Vanilla Milkshake Toast          
KELLOGG'S, POP-TARTS MINI CRISPS, Cinnamon Brown Sugar Baked Bites              
KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Chocolate Baked Bites                 
KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Strawberry Baked Bites                
KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar                                    
KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt                                   
KELLOGG'S, SPECIAL K, Cracker Chips, Sour Cream & Onion                         
KELLOGG'S, SPECIAL K, Cracker Chips, Southwest Ranch                            
KELLOGG'S, SPECIAL K, Multigrain Crackers                                       
KELLOGG'S, SPECIAL K, Savory Herb Crackers                                      
KELLOGG'S, POP-TARTS, Gingerbread Toaster Pastries                              
KELLOGG'S, POP-TARTS, Yum-azing Vanilla Milkshake Toaster Pastries              
MOTHER'S, 4th of July Circus Animal Cookies                                     
MOTHER'S, Chocolate Chip Cookies                                                
MOTHER'S, Circus Animal Cookies                                                 
MOTHER'S, Coconut Cocadas Cookies                                               
MOTHER'S, Double Fudge Creme Sandwich Cookies                                   
MOTHER'S, English Tea Sandwich Cookies                                          
MOTHER'S, Halloween Circus Animals Cookies                                      
MOTHER'S, Holiday Circus Animal Cookies                                         
MOTHER'S, Iced Lemonade Cookies                                                 
MOTHER'S, Iced Oatmeal Cookies                                                  
MOTHER'S, Jungle Animal Cookies                                                 
MOTHER'S, Macaroon Cookies                                                      
MOTHER'S, Old Fashioned Chocolate Chip Cookies                                  
MOTHER'S, Old Fashioned Iced Oatmeal Cookies                                    
MOTHER'S, Peanut Butter Gauchos Cookies                                         
MOTHER'S, Taffy Sandwich Cookies                                                
MURRAY, SUGAR FREE, Vanilla Sugar Wafer                                         
MURRAY, Chocolatey Chip Thins Cookies                                           
MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies                               
MURRAY, Duplex Creme Sandwich Cookies                                           
MURRAY, Lemon Creme Sandwich Cookies                                            
MURRAY, JACKS Vanilla Wafers                                                    
MURRAY, Old Fashioned Iced Oatmeal Cookies                                      
MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies                                
MURRAY, SOUTHERN KITCHEN, Coconut Cookies                                       
MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies                                  
MURRAY, SUGAR FREE, Chocolate Chip & Pecan Cookies                              
MURRAY, SUGAR FREE, Fudge Dipped Grahams                                        
MURRAY, SUGAR FREE, Fudge Dipped Mint Cookies                                   
MURRAY, SUGAR FREE, Fudge Dipped Wafers                                         
MURRAY, SUGAR FREE, Peanut Butter Cookies                                       
MURRAY, SUGAR FREE, Pecan Shortbread Cookies                                    
MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies                                
MURRAY, SUGAR FREE, Vanilla Creme Sandwich Cookies                              
MURRAY, SUGAR FREE, Shortbread Cookies                                          
MURRAY, SUGAR FREE, Shortbread Bites                                            
MURRAY, SUGAR FREE, Vanilla Wafer                                               
MURRAY, Vanilla Sugar Wafer                                                     
MURRAY, Vanilla Wafer                                                           
SUNSHINE, CHEEZ-IT, Asiago Crackers                                             
SUNSHINE, CHEEZ-IT, Baby Swiss Crackers                                         
SUNSHINE, CHEEZ-IT, BIG Crackers                                                
SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers                                       
SUNSHINE, CHEEZ-IT, Colby Crackers                                              
SUNSHINE, CHEEZ-IT, Duoz Sharp Cheddar Parmesan Crackers                        
SUNSHINE, CHEEZ-IT, Duoz Smoked Cheddar Monterey Jack Crackers                  
SUNSHINE, GRIPZ, Cheez-It Crackers                                              
SUNSHINE, GRIPZ, Cheez-It Mixx and Cheesy Pizza Crackers                        
SUNSHINE, CHEEZ-IT, Hot & Spicy Crackers                                        
SUNSHINE, CHEEZ-IT, Italian Four Cheese Crackers                                
SUNSHINE, CHEEZ-IT, Crackers (made with Whole Grain)                            
SUNSHINE, CHEEZ-IT, Mozzarella Crackers                                         
SUNSHINE, CHEEZ-IT, Parmesan Garlic Crackers                                    
SUNSHINE, CHEEZ-IT, Pepper Jack Crackers                                        
SUNSHINE, CHEEZ-IT, White Cheddar, Reduced Fat Crackers                         
SUNSHINE, CHEEZ-IT, 100 Calorie RIGHT BITES, Extra Cheesy Party Mix             
SUNSHINE, CHEEZ-IT, 100 Calorie Right Bites, Reduced Fat                        
SUNSHINE, CHEEZ-IT, Scrabble Jr. Crackers                                       
SUNSHINE, CHEEZ-IT, Snack Mix                                                   
SUNSHINE, CHEEZ-IT, Snack Mix, White Cheddar                                    
KEEBLER, ZESTA, Export Sodas Crackers                                           
AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type                         
AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Wafer Crackers, sandwich-type                         
KELLOGG'S, EGGO Minis, Pancakes, Buttermilk                                     
KELLOGG'S, EGGO, Waffles, Chocolate Chip                                        
FAMOUS AMOS, Chocolate Sandwich Creme Cookies                                   
FAMOUS AMOS, Vanilla Sandwich Creme Cookies                                     
KEEBLER, Grahams, Cinnamon Crisp                                                
KEEBLER, Oatmeal Cookies                                                        
KEEBLER, Cheese & Peanut Butter Sandwich Crackers                               
"KEEBLER, READY CRUST, Graham Pie Crust (10""), Reduced Fat"                    
KEEBLER, SANDIES, Simply Shortbread Cookies                                     
KEEBLER, Sugar Cones                                                            
MOTHER'S, Old Fashioned Oatmeal Cookies                                         
MOTHER'S, Vanilla Sandwich Cookies                                              
MURRAY, COOKIE JAR CLASSICS, Butter Cookies                                     
MURRAY, Chocolate Creme Sandwich Cookies                                        
MURRAY, Vanilla Creme Sandwich Cookies                                          
MURRAY, Honey Graham                                                            
MURRAY, Old Fashioned Gingersnaps Cookies                                       
MURRAY, SOUTHERN KITCHEN, Oatmeal Cookies                                       
MURRAY, SUGAR FREE, Chocolate Chip Cookies                                      
MURRAY, SUGAR FREE, Oatmeal Cookies                                             
