|NDB_No|FdGrp_Cd|Long_Desc|SE
1889|8214|800|Cereals ready-to-eat, QUAKER, Oatmeal Squares|6.9
1854|8132|800|Cereals, oats, instant, fortified, with raisins and spice, dry|6.9
1208|6006|600|Soup, bean with frankfurters, canned, condensed|6.9
8499|36048|3600|CARRABBA'S ITALIAN GRILL, spaghetti with pomodoro sauce|6.9
5423|17326|1700|"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw"|6.9
7698|25000|2500|Snacks, popcorn, microwave, 94% fat free|6.9
4352|14317|1400|Beverages, malted drink mix, chocolate, powder|6.9
1209|6007|600|Soup, bean with ham, canned, chunky, ready-to-serve|6.9
1242|6048|600|Soup, oyster stew, canned, condensed|6.8
5650|18121|1800|Cake, pound, commercially prepared, other than all butter, enriched|6.8
6452|19904|1900|Chocolate, dark, 70-85% cacao solids|6.8
5496|17399|1700|Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted|6.8
8102|28300|1800|Cookies, oatmeal sandwich, with creme filling|6.8
8111|28309|1800|Cookies, coconut macaroon|6.8
5825|18335|1800|Pie crust, standard-type, frozen, ready-to-bake, enriched, baked|6.8
5467|17370|1700|Lamb, New Zealand, imported, ground lamb, cooked, braised|6.8
5754|18249|1800|Doughnuts, cake-type, plain, chocolate-coated or frosted|6.8
798|4686|400|Salad dressing, honey mustard dressing, reduced calorie|6.8
1218|6017|600|Soup, chicken gumbo, canned, condensed|6.7
5981|18931|1800|USDA Commodity, Bakery, Flour Mix Low-fat|6.7
6099|19063|2500|Snacks, tortilla chips, taco-flavor|6.7
8713|43364|2500|Snacks, tortilla chips, unsalted, white corn|6.7
6200|19172|1900|Gelatin desserts, dry mix|6.7
5735|18229|1800|Crackers, standard snack-type, regular|6.7
6399|19804|2500|Snacks, corn-based, extruded, chips, barbecue-flavor, made with enriched masa flour|6.7
8739|43447|2500|Snacks, corn-based, extruded, chips, unsalted|6.7
8532|36603|3600|Restaurant, Chinese, beef and vegetables|6.7
4150|14041|1400|Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink|6.7
1226|6027|600|Soup, clam chowder, manhattan style, canned, chunky, ready-to-serve|6.7
5893|18427|1800|Crackers, standard snack-type, regular, low salt|6.6
6172|19142|1900|Candies, MOUNDS Candy Bar|6.6
143|1164|100|Cheese sauce, prepared from recipe|6.6
3745|13019|1300|Beef, retail cuts, separable fat, raw|6.6
5980|18930|1800|USDA Commodity, Bakery, Flour Mix|6.6
344|3048|300|Babyfood, macaroni and cheese, toddler|6.6
5815|18322|1800|Pie, mince, prepared from recipe|6.6
5368|17271|1700|Veal, breast, whole, boneless, separable lean and fat, raw (Bos taurus)|6.6
7484|23406|1300|Beef, New Zealand, imported, cube roll, separable lean only, cooked, fast roasted|6.6
1916|8273|800|Cereals ready-to-eat, GENERAL MILLS, BOO BERRY|6.5
5515|17418|1700|Lamb, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried|6.5
5419|17322|1700|"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw"|6.5
1778|8010|800|Cereals ready-to-eat, QUAKER, CAP'N CRUNCH|6.5
5481|17384|1700|Lamb, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried|6.5
1882|8194|800|Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS|6.5
1885|8204|800|Cereals ready-to-eat, chocolate-flavored frosted puffed corn|6.5
1802|8047|800|Cereals ready-to-eat, QUAKER, KING VITAMAN|6.5
7038|22911|2200|Chili, no beans, canned entree|6.5
4506|15025|1500|Fish, eel, mixed species, raw (Anguilla spp.)|6.5
1809|8059|800|Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP|6.5
8413|35185|3500|Frybread, made with lard (Apache)|6.5
1913|8270|800|Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA|6.5
1825|8083|800|Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS|6.5
4748|16008|1600|Beans, baked, canned, with franks|6.5
2002|8550|800|Cereals ready-to-eat, QUAKER, Christmas Crunch|6.5
7732|25038|2500|Snacks, granola bars, soft, almond, confectioners coating|6.5
1914|8271|800|Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS|6.5
1822|8078|800|Cereals ready-to-eat, GENERAL MILLS, TRIX|6.5
1816|8068|800|Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS|6.5
5536|17439|1700|"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted"|6.4
5810|18316|1800|Pie, coconut custard, commercially prepared|6.4
1851|8128|800|Cereals, oats, instant, fortified, with cinnamon and spice, dry|6.4
5891|18425|1800|Crackers, saltines, low salt (includes oyster, soda, soup)|6.4
5456|17359|1700|Lamb, New Zealand, imported, breast, separable lean only, cooked, braised|6.4
5166|17068|1700|Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw|6.4
1207|6004|600|Soup, bean with pork, canned, condensed|6.4
364|3077|300|Babyfood, dinner, pasta with vegetables|6.4
1578|6955|600|Soup, cream of chicken, canned, condensed, reduced sodium|6.3
3014|11267|1100|Mushrooms, shiitake, stir-fried (Lentinus edodes)|6.3
277|2028|200|Spices, paprika (Capsicum annuum)|6.3
268|2019|200|Spices, fenugreek seed (Trigonella foenum-graecum)|6.3
1229|6030|600|Soup, clam chowder, new england, canned, condensed|6.3
5696|18185|1800|Cookies, peanut butter, commercially prepared, regular|6.3
1987|8508|800|Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commodity brands)|6.3
1220|6019|600|Soup, chicken noodle, canned, condensed|6.3
5685|18173|1800|Cookies, graham crackers, plain or honey (includes cinnamon)|6.3
1890|8215|800|Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon|6.3
5666|18151|1800|Cookies, brownies, commercially prepared|6.3
5550|17453|1700|"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted"|6.3
5710|18202|1800|Cookies, sugar wafer, with creme filling, sugar free|6.3
5548|17451|1700|Lamb, Australian, imported, fresh, seam fat, cooked|6.2
291|2043|200|Spices, turmeric, ground (Curcuma longa L.)|6.2
818|4706|400|Dressing, honey mustard, fat-free|6.2
4781|16043|1600|Beans, pinto, mature seeds, cooked, boiled, without salt|6.2
4289|14224|1400|Beverages, coffee, instant, mocha, sweetened|6.2
333|3023|300|Finger snacks, GERBER GRADUATE PUFFS, apple and cinnamon|6.2
5513|17416|1700|Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw|6.2
4974|16343|1600|Beans, pinto, mature seeds, cooked, boiled, with salt|6.2
1272|6115|600|Gravy, au jus, dry|6.2
7532|23454|1300|Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted|6.2
3662|12117|1200|Nuts, coconut milk, raw (liquid expressed from grated meat and water)|6.2
5570|18011|1800|Biscuits, plain or buttermilk, dry mix, prepared|6.2
5703|18192|1800|Cookies, shortbread, commercially prepared, plain|6.2
8112|28310|1800|Cookies, shortbread, reduced fat|6.2
3324|11705|1100|Asparagus, cooked, boiled, drained, with salt|6.1
509|3685|300|Babyfood, cereal, mixed, prepared with whole milk|6.1
8526|36415|3600|Restaurant, Latino, arepa (unleavened cornmeal bread)|6.1
3298|11656|1100|Corn pudding, home prepared|6.1
1284|6127|600|Gravy, unspecified type, dry|6.1
1275|6118|600|Gravy, brown, dry|6.1
1280|6123|600|Gravy, onion, dry, mix|6.1
8551|36623|3600|Restaurant, Chinese, chicken chow mein|6.1
5841|18354|1800|Strudel, apple|6.1
5849|18363|1800|Tortillas, ready-to-bake or -fry, corn|6.1
1281|6124|600|Gravy, pork, dry, powder|6.1
5807|18312|1800|Pie, chocolate mousse, prepared from mix, no-bake type|6.1
7728|25034|2500|Snacks, granola bar, KASHI GOLEAN, crunchy, mixed flavors|6.1
1730|7932|700|Chicken breast, fat-free, mesquite flavor, sliced|6.1
2824|11012|1100|Asparagus, cooked, boiled, drained|6.1
8686|43261|100|Yogurt, fruit variety, nonfat|6.0
8473|36022|3600|APPLEBEE'S, crunchy onion rings|6.0
7736|25043|2500|Snacks, candy bits, yogurt covered with vitamin C|6.0
5806|18310|1800|Pie, chocolate creme, commercially prepared|6.0
3734|12644|1200|Nuts, pecans, oil roasted, with salt added|6.0
185|1218|100|Yogurt, fruit variety, nonfat, fortified with vitamin D|6.0
3682|12144|1200|Nuts, pecans, oil roasted, without salt added|6.0
3170|11463|1100|Spinach, frozen, chopped or leaf, unprepared|6.0
8367|35137|3500|Cornmeal, yellow (Navajo)|6.0
8377|35147|3500|Tamales (Navajo)|6.0
5458|17361|1700|Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted|6.0
5672|18158|1800|Cookies, chocolate chip, commercially prepared, regular, lower fat|6.0
6198|19170|1900|Egg custards, dry mix, prepared with whole milk|6.0
1929|8346|800|Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH|6.0
5871|18399|1800|Pie crust, cookie-type, prepared from recipe, graham cracker, chilled|5.9
1211|6009|600|Soup, beef noodle, canned, condensed|5.9
5390|17293|1700|"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted"|5.9
7721|25026|2500|Popcorn, microwave, regular (butter) flavor, made with palm oil|5.9
1811|8061|800|Cereals ready-to-eat, POST Raisin Bran Cereal|5.9
1863|8148|800|Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size|5.9
1792|8030|800|Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS|5.9
5498|17401|1700|Lamb, New Zealand, imported, flap, boneless, separable lean and fat, cooked, braised|5.9
8607|42237|800|Cereals ready-to-eat, WEETABIX whole grain cereal|5.9
5659|18140|1800|Cake, yellow, commercially prepared, with chocolate frosting, in-store bakery|5.9
6048|19000|1900|SCHIFF,TIGER'S MILK BAR|5.9
5503|17406|1700|Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried|5.8
5382|17285|1700|Lamb, Australian, imported, fresh, separable fat, cooked|5.8
6407|19814|2500|Snacks, pretzels, hard, plain, made with enriched flour, unsalted|5.8
4840|16103|1600|Refried beans, canned, traditional style (includes USDA commodity)|5.8
5005|16403|1600|Refried beans, canned, traditional, reduced sodium|5.8
6405|19812|2500|Snacks, pretzels, hard, plain, made with unenriched flour, salted|5.8
6406|19813|2500|Snacks, pretzels, hard, plain, made with unenriched flour, unsalted|5.8
4777|16039|1600|Beans, navy, mature seeds, canned|5.8
6505|20037|2000|Rice, brown, long-grain, cooked|5.8
2615|10165|1000|Pork, cured, salt pork, raw|5.8
6986|21509|2100|BURGER KING, Onion Rings|5.7
2694|10864|1000|Pork, bacon, rendered fat, cooked|5.7
7729|25035|2500|Snacks, granola bar, chewy, reduced sugar, all flavors|5.7
2987|11238|1100|Mushrooms, shiitake, raw (Lentinus edodes)|5.7
6481|20011|2000|Buckwheat flour, whole-groat|5.7
5514|17417|1700|Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted|5.7
4745|16005|1600|Beans, baked, home prepared|5.7
4896|16172|1600|Refried beans, canned, fat-free|5.7
5388|17291|1700|"Lamb, Australian, imported, fresh, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted"|5.7
5549|17452|1700|Lamb, Australian, imported, fresh, seam fat, raw|5.7
6719|21130|2100|Fast foods, onion rings, breaded and fried|5.7
7548|23470|1300|Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried|5.7
6088|19049|2500|Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel|5.7
3281|11624|1100|Leeks, (bulb and lower-leaf portion), freeze-dried|5.7
7517|23439|1300|Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried|5.7
4152|14045|1400|Beverages, UNILEVER, SLIMFAST, meal replacement, regular, ready-to-drink,  3-2-1 Plan|5.7
1921|8288|800|Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal|5.7
5671|18157|1800|Cookies, chocolate wafers|5.7
5824|18334|1800|Pie crust, standard-type, frozen, ready-to-bake, enriched|5.7
496|3287|300|Babyfood, dinner, beef noodle, junior|5.7
1430|6395|600|CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup|5.7
3287|11640|1100|Shallots, freeze-dried|5.7
5579|18022|1800|Bread, cornbread, dry mix, enriched (includes corn muffin mix)|5.6
5689|18177|1800|Cookies, molasses|5.6
507|3681|300|Babyfood, cereal, barley, prepared with whole milk|5.6
1734|7936|700|Bologna, pork and turkey, lite|5.6
6382|19441|2500|Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit|5.6
286|2037|200|Spices, saffron (Crocus sativus)|5.6
5719|18213|1800|Cookies, vanilla wafers, higher fat|5.6
3610|12007|1200|Seeds, cottonseed flour, partially defatted (glandless)|5.6
8517|36406|3600|Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)|5.6
3043|11296|1100|Onion rings, breaded, par fried, frozen, prepared, heated in oven|5.6
1796|8035|800|Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS|5.6
8525|36414|3600|Restaurant, Latino, tripe soup|5.6
3108|11383|1100|Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added|5.6
4895|16171|1600|Refried beans, canned, vegetarian|5.6
5677|18164|1800|Cookies, chocolate chip, refrigerated dough, baked|5.6
1776|8003|800|Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS|5.6
4164|14059|1400|Beverages, KELLOGG'S, SPECIAL K Protein Shake|5.6
8548|36620|3600|Restaurant, Chinese, shrimp and vegetables|5.6
6521|20055|2000|Rice, white, glutinous, unenriched, cooked|5.6
5506|17409|1700|Lamb, New Zealand, imported, loin, boneless, separable lean and fat, cooked, fast roasted|5.5
1553|6629|600|Sauce, pesto, CLASSICO, basil pesto, ready-to-serve|5.5
7488|23410|1300|Beef, New Zealand, imported, flank, separable lean only, cooked, braised|5.5
5660|18141|1800|Cake, yellow, commercially prepared, with vanilla frosting|5.5
6473|20002|2000|Amaranth grain, cooked (Amaranthus spp.)|5.5
1551|6627|600|Sauce, pesto, ready-to-serve, shelf stable|5.5
5485|17388|1700|Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted|5.5
3661|12116|1200|Nuts, coconut cream, canned, sweetened|5.5
3171|11464|1100|Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt|5.5
5367|17270|1700|Veal, breast, separable fat, cooked (Bos taurus)|5.5
5190|17092|1700|Veal, composite of trimmed retail cuts, separable fat, raw|5.5
1953|8409|800|Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes|5.5
3470|11856|1100|Spinach, frozen, chopped or leaf, cooked, boiled, drained, with salt|5.5
5191|17093|1700|Veal, composite of trimmed retail cuts, separable fat, cooked|5.5
138|1156|100|Cheese, goat, hard type|5.5
4388|14421|1400|Beverages, coffee substitute, cereal grain beverage, powder, prepared with whole milk|5.5
360|3072|300|Babyfood, dinner, chicken stew, toddler|5.5
5176|17078|1700|Lamb, New Zealand, imported, loin chop, separable lean only, raw|5.5
3564|11955|1100|Tomatoes, sun-dried|5.5
506|3304|300|Babyfood, dinner, potatoes with cheese and ham, toddler|5.5
5819|18326|1800|Pie, pumpkin, commercially prepared|5.4
1847|8121|800|Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt|5.4
6158|19126|1900|Candies, milk chocolate coated peanuts|5.4
7536|23458|1300|Beef, New Zealand, imported, flank, separable lean and fat, cooked, braised|5.4
8113|28311|1800|Cookies, sugar wafer, chocolate-covered|5.4
5476|17379|1700|Lamb, New Zealand, imported, tongue - swiss cut, raw|5.4
4353|14318|1400|Beverages, Malted drink mix, chocolate, powder, prepared with whole milk|5.4
7035|22906|2200|Chicken pot pie, frozen entree, prepared|5.4
1876|8180|800|Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt|5.4
1279|6122|600|Gravy, mushroom, dry, powder|5.3
7480|23402|1300|Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised|5.3
156|1180|100|Sour cream, fat free|5.3
5808|18313|1800|Pie, coconut creme, commercially prepared|5.3
6246|19231|1900|Flan, caramel custard, dry mix, prepared with 2% milk|5.3
7025|22529|2200|Beef Pot Pie, frozen entree, prepared|5.3
5914|18451|1800|Cake, pound, commercially prepared, fat-free|5.3
3230|11548|1100|Tomato powder|5.3
3228|11546|1100|Tomato products, canned, paste, without salt added|5.3
5355|17257|1700|"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised"|5.3
4362|14353|1400|Beverages, tea, instant, decaffeinated, unsweetened|5.3
4793|16055|1600|Carob flour (Ceratonia siliqua)|5.3
4366|14366|1400|Beverages, tea, instant, unsweetened, powder|5.3
5185|17087|1700|Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised|5.3
5184|17086|1700|Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw|5.3
6247|19232|1900|Flan, caramel custard, dry mix, prepared with whole milk|5.2
6106|19071|1900|Candies, carob, unsweetened|5.2
263|2014|200|Spices, cumin seed (Cuminum cyminum)|5.2
5664|18147|1800|Cheesecake commercially prepared|5.2
8482|36031|3600|DENNY'S, onion rings|5.2
1277|6120|600|Gravy, chicken, dry|5.2
1300|6167|600|Sauce, homemade, white, thick|5.2
4349|14312|1400|Beverages, Malted drink mix, natural, powder, prepared with whole milk|5.2
1283|6126|600|Gravy, turkey, dry|5.2
1886|8206|800|Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS|5.2
5679|18166|1800|Cookies, chocolate sandwich, with creme filling, regular|5.2
5528|17431|1700|Veal, external fat only, raw|5.2
8779|44258|1900|Puddings, chocolate flavor, low calorie, regular, dry mix|5.1
5699|18188|1800|Cookies, peanut butter, refrigerated dough, baked|5.1
5988|18939|1800|Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)|5.1
5684|18172|1800|Cookies, gingersnaps|5.1
5418|17321|1700|"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked"|5.1
6470|19923|1900|Candies, HERSHEYS, PAYDAY Bar|5.1
1924|8309|800|Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY CRUNCH CORN FLAKES|5.1
1579|6956|600|Soup, tomato, canned, condensed, reduced sodium|5.1
1596|6974|600|Soup, vegetable chicken, canned, prepared with water, low sodium|5.1
5809|18314|1800|Pie, coconut cream, prepared from mix, no-bake type|5.0
1225|6026|600|Soup, chili beef, canned, condensed|5.0
6141|19109|1900|Candies, KIT KAT Wafer Bar|5.0
4264|14192|1400|Beverages, Cocoa mix, powder|5.0
5482|17385|1700|Lamb, New Zealand, imported, tenderloin, separable lean only, raw|5.0
5995|18947|1800|Pie crust, deep dish, frozen, baked, made with enriched flour|5.0
7528|23450|1300|Beef, New Zealand, imported, brisket point end, separable lean and fat, cooked, braised|5.0
815|4703|400|Salad dressing, honey mustard, regular|5.0
8378|35148|3500|Stew, steamed corn (Navajo)|5.0
5520|17423|1700|Lamb, New Zealand, imported, tenderloin, separable lean and fat, raw|5.0
5698|18187|1800|Cookies, peanut butter, refrigerated dough|5.0
3691|12157|1200|Nuts, walnuts, dry roasted, with salt added|5.0
7770|27021|600|CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup|5.0
1824|8082|800|Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX|5.0
5546|17449|1700|Lamb, Australian, imported, fresh, external fat, cooked|5.0
